#use_strict_skill_naming = False
#stats = {"job_class":"SGE","det_stat":3283,"crit_stat":3361,"dh_stat":960,"tenacity":420,"speed_stat":891,"version":"7.4","level":100,"wd":158,"main_stat":6820,"healer_or_caster_strength":266}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
110.11037037037063,Dosis III,,,"Boss0",,
112.55081081081107,Eukrasia,,,,,
113.55181181181209,Eukrasian Dosis III,,,"Boss0",,
114.17181181181209,Ixochole,,,,,
115.05231231231258,Dosis III,,,"Boss0",,
117.49275275275298,Dosis III,,,"Boss0",,
119.93319319319343,Dosis III,,,"Boss0",,
122.37363363363383,Dosis III,,,"Boss0",,
124.81407407407428,Dosis III,,,"Boss0",,
127.25451451451471,Phlegma III,,,"Boss0",,
127.94182182182206,Psyche,,,"Boss0",,
129.6949549549552,Phlegma III,,,"Boss0",,
130.3149549549552,Druochole,,,,,
132.13539539539565,Dosis III,,,"Boss0",,
134.57583583583607,Dosis III,,,"Boss0",,
137.0162762762765,Dosis III,,,"Boss0",,
139.45671671671695,Dosis III,,,"Boss0",,
141.89715715715738,Eukrasia,,,,,
142.8981581581584,Eukrasian Dosis III,,,"Boss0",,
144.3986586586589,Dosis III,,,"Boss0",,
146.83909909909934,Dosis III,,,"Boss0",,
149.2795395395398,Dosis III,,,"Boss0",,
151.7199799799802,Dosis III,,,"Boss0",,
154.1604204204206,Dosis III,,,"Boss0",,
156.60086086086102,Dosis III,,,"Boss0",,
159.04130130130147,Dosis III,,,"Boss0",,
160.60886886886902,Lucid Dreaming,,,,,
161.48174174174187,Dosis III,,,"Boss0",,
163.04930930930945,Taurochole,,,,,
163.9221821821823,Dosis III,,,"Boss0",,
166.36262262262272,Dosis III,,,"Boss0",,
168.80306306306318,Dosis III,,,"Boss0",,
171.2435035035036,Eukrasia,,,,,
172.24450450450462,Eukrasian Dosis III,,,"Boss0",,
173.7450050050051,Dosis III,,,"Boss0",,
176.18544544544557,Dosis III,,,"Boss0",,
178.62588588588602,Dosis III,,,"Boss0",,
181.06632632632648,Dosis III,,,"Boss0",,
183.50676676676687,Dosis III,,,"Boss0",,
185.94720720720733,Dosis III,,,"Boss0",,
188.38764764764775,Dosis III,,,"Boss0",,
189.95521521521533,Psyche,,,"Boss0",,
190.82808808808818,Dosis III,,,"Boss0",,
193.26852852852858,Dosis III,,,"Boss0",,
194.83609609609616,Druochole,,,,,
195.70896896896903,Dosis III,,,"Boss0",,
197.2765365365366,Druochole,,,,,
198.14940940940946,Dosis III,,,"Boss0",,
200.58984984984988,Eukrasia,,,,,
201.59085085085087,Eukrasian Dosis III,,,"Boss0",,
203.09135135135136,Dosis III,,,"Boss0",,
205.53179179179182,Phlegma III,,,"Boss0",,
206.15179179179182,Rhizomata,,,,,
206.77179179179183,Kerachole,,,,,
207.97223223223227,Dosis III,,,"Boss0",,
210.41267267267273,Dosis III,,,"Boss0",,
212.85311311311315,Dosis III,,,"Boss0",,
215.29355355355358,Dosis III,,,"Boss0",,
217.73399399399398,Dosis III,,,"Boss0",,
220.1744344344344,Dosis III,,,"Boss0",,
221.74200200200195,Lucid Dreaming,,,,,
222.6148748748748,Dosis III,,,"Boss0",,
225.05531531531523,Dosis III,,,"Boss0",,
227.49575575575562,Dosis III,,,"Boss0",,
229.93619619619605,Eukrasia,,,,,
230.93719719719707,Eukrasian Dosis III,,,"Boss0",,
232.4376976976976,Dosis III,,,"Boss0",,
234.87813813813798,Dosis III,,,"Boss0",,
237.31857857857844,Dosis III,,,"Boss0",,
239.75901901901884,Dosis III,,,"Boss0",,
242.19945945945932,Dosis III,,,"Boss0",,
244.63989989989977,Dosis III,,,"Boss0",,
247.08034034034023,Dosis III,,,"Boss0",,
249.52078078078074,Phlegma III,,,"Boss0",,
250.1407807807807,Psyche,,,"Boss0",,
251.96122122122114,Phlegma III,,,"Boss0",,
254.40166166166165,Dosis III,,,"Boss0",,
256.84210210210193,Dosis III,,,"Boss0",,
259.28254254254244,Eukrasia,,,,,
260.28354354354343,Eukrasian Dosis III,,,"Boss0",,
261.7840440440439,Dosis III,,,"Boss0",,
264.2244844844844,Dosis III,,,"Boss0",,
266.66492492492483,Dosis III,,,"Boss0",,
269.1053653653653,Dosis III,,,"Boss0",,
271.54580580580574,Dosis III,,,"Boss0",,
273.98624624624625,Dosis III,,,"Boss0",,
276.4266866866867,Dosis III,,,"Boss0",,
278.8671271271271,Dosis III,,,"Boss0",,
281.3075675675675,Dosis III,,,"Boss0",,
283.74800800800796,Dosis III,,,"Boss0",,
285.3155755755755,Lucid Dreaming,,,,,
286.18844844844836,Dosis III,,,"Boss0",,
288.62888888888875,Eukrasia,,,,,
289.62988988988974,Eukrasian Dosis III,,,"Boss0",,
291.13039039039023,Dosis III,,,"Boss0",,
292.6979579579578,Taurochole,,,,,
293.57083083083074,Dosis III,,,"Boss0",,
296.01127127127126,Dosis III,,,"Boss0",,
297.57883883883886,Rhizomata,,,,,
298.45171171171177,Dosis III,,,"Boss0",,
300.0192792792794,Druochole,,,,,
300.8921521521523,Dosis III,,,"Boss0",,
303.3325925925927,Dosis III,,,"Boss0",,
305.77303303303313,Dosis III,,,"Boss0",,
308.2134734734735,Dosis III,,,"Boss0",,
310.653913913914,Dosis III,,,"Boss0",,
312.22148148148153,Psyche,,,"Boss0",,
313.0943543543545,Phlegma III,,,"Boss0",,
315.53479479479495,Dosis III,,,"Boss0",,
317.9752352352354,Eukrasia,,,,,
318.97623623623645,Eukrasian Dosis III,,,"Boss0",,
320.47673673673694,Dosis III,,,"Boss0",,
322.91717717717745,Dosis III,,,"Boss0",,
325.35761761761796,Dosis III,,,"Boss0",,
327.79805805805836,Dosis III,,,"Boss0",,
330.23849849849876,Dosis III,,,"Boss0",,
332.6789389389392,Dosis III,,,"Boss0",,
335.11937937937967,Dosis III,,,"Boss0",,
337.5598198198202,Dosis III,,,"Boss0",,
340.0002602602606,Dosis III,,,"Boss0",,
342.44070070070103,Dosis III,,,"Boss0",,
344.8811411411414,Dosis III,,,"Boss0",,
347.3215815815819,Eukrasia,,,,,
348.3225825825829,Eukrasian Dosis III,,,"Boss0",,
348.94258258258293,Lucid Dreaming,,,,,
349.8230830830834,Dosis III,,,"Boss0",,
351.390650650651,Grade 4 Gemdraught,,,,,
352.2635235235239,Dosis III,,,"Boss0",,
354.70396396396427,Dosis III,,,"Boss0",,
357.1444044044047,Dosis III,,,"Boss0",,
359.5848448448451,Dosis III,,,"Boss0",,
361.1524124124127,Taurochole,,,,,
362.0252852852856,Dosis III,,,"Boss0",,
364.465725725726,Dosis III,,,"Boss0",,
366.90616616616643,Phlegma III,,,"Boss0",,
369.52078078078114,Phlegma III,,,"Boss0",,
371.9612212212216,Dosis III,,,"Boss0",,
373.52878878878914,Psyche,,,"Boss0",,
374.40166166166205,Dosis III,,,"Boss0",,
376.84210210210256,Eukrasia,,,,,
377.84310310310354,Eukrasian Dosis III,,,"Boss0",,
379.3436036036041,Dosis III,,,"Boss0",,
380.91117117117165,Swiftcast,,,,,
381.78404404404455,Dosis III,,,"Boss0",,
384.224484484485,Dosis III,,,"Boss0",,
386.66492492492546,Dosis III,,,"Boss0",,
388.232492492493,Rhizomata,,,,,
389.1053653653659,Dosis III,,,"Boss0",,
390.67293293293346,Druochole,,,,,
391.54580580580637,Dosis III,,,"Boss0",,
393.9862462462468,Dosis III,,,"Boss0",,
396.4266866866873,Dosis III,,,"Boss0",,
398.8671271271277,Dosis III,,,"Boss0",,
401.3075675675681,Dosis III,,,"Boss0",,
403.74800800800864,Dosis III,,,"Boss0",,
406.18844844844915,Eukrasia,,,,,
407.1894494494501,Eukrasian Dosis III,,,"Boss0",,
408.6899499499506,Dosis III,,,"Boss0",,
410.2575175175181,Lucid Dreaming,,,,,
411.13039039039097,Toxikon II,,,"Boss0",,
411.750390390391,Taurochole,,,,,
413.5708308308314,Dosis III,,,"Boss0",,
416.0112712712719,Dosis III,,,"Boss0",,
418.45171171171233,Dosis III,,,"Boss0",,
420.8921521521528,Dosis III,,,"Boss0",,
423.33259259259324,Dosis III,,,"Boss0",,
425.7730330330337,Dosis III,,,"Boss0",,
428.2134734734742,Phlegma III,,,"Boss0",,
430.65391391391466,Dosis III,,,"Boss0",,
433.0943543543552,Dosis III,,,"Boss0",,
434.6619219219227,Psyche,,,"Boss0",,
435.53479479479563,Eukrasia,,,,,
436.5357957957966,Eukrasian Dosis III,,,"Boss0",,
438.0362962962971,Dosis III,,,"Boss0",,
440.47673673673756,Dosis III,,,"Boss0",,
442.917177177178,Dosis III,,,"Boss0",,
445.35761761761836,Dosis III,,,"Boss0",,
447.7980580580588,Dosis III,,,"Boss0",,
450.23849849849927,Dosis III,,,"Boss0",,
452.6789389389397,Dosis III,,,"Boss0",,
455.11937937938023,Dosis III,,,"Boss0",,
456.75039039039126,Taurochole,,,,,
457.5598198198207,Dosis III,,,"Boss0",,
460.0002602602612,Dosis III,,,"Boss0",,
462.4407007007016,Dosis III,,,"Boss0",,
464.8811411411421,Eukrasia,,,,,
465.8821421421431,Eukrasian Dosis III,,,"Boss0",,
466.5021421421431,Druochole,,,,,
467.38264264264365,Dosis III,,,"Boss0",,
468.9502102102112,Kerachole,,,,,
469.82308308308404,Dosis III,,,"Boss0",,
471.3906506506516,Lucid Dreaming,,,,,
472.26352352352444,Dosis III,,,"Boss0",,
474.70396396396495,Dosis III,,,"Boss0",,
477.1444044044054,Dosis III,,,"Boss0",,
479.58484484484586,Dosis III,,,"Boss0",,
482.0252852852863,Dosis III,,,"Boss0",,
483.59285285285387,Rhizomata,,,,,
484.46572572572677,Dosis III,,,"Boss0",,
486.90616616616717,Phlegma III,,,"Boss0",,
489.5207807807819,Phlegma III,,,"Boss0",,
491.96122122122233,Dosis III,,,"Boss0",,
494.40166166166273,Eukrasia,,,,,
495.4026626626637,Eukrasian Dosis III,,,"Boss0",,
496.0226626626637,Psyche,,,"Boss0",,
496.9031631631642,Dosis III,,,"Boss0",,
499.3436036036047,Dosis III,,,"Boss0",,
500.9111711711723,Kerachole,,,,,
501.78404404404523,Dosis III,,,"Boss0",,
504.2244844844855,Dosis III,,,"Boss0",,
506.6649249249259,Dosis III,,,"Boss0",,
509.1053653653662,Dosis III,,,"Boss0",,
511.5458058058067,Dosis III,,,"Boss0",,
513.9862462462472,Dosis III,,,"Boss0",,
516.4266866866875,Dosis III,,,"Boss0",,
518.867127127128,Dosis III,,,"Boss0",,
521.3075675675685,Dosis III,,,"Boss0",,
523.748008008009,Eukrasia,,,,,
524.74900900901,Eukrasian Dosis III,,,"Boss0",,
526.2495095095105,Dosis III,,,"Boss0",,
528.689949949951,Dosis III,,,"Boss0",,
531.1303903903914,Dosis III,,,"Boss0",,
532.697957957959,Lucid Dreaming,,,,,
533.570830830832,Dosis III,,,"Boss0",,
535.1383983983994,Taurochole,,,,,
536.0112712712722,Dosis III,,,"Boss0",,
538.4517117117127,Dosis III,,,"Boss0",,
540.8921521521532,Dosis III,,,"Boss0",,
543.3325925925936,Dosis III,,,"Boss0",,
545.7730330330342,Phlegma III,,,"Boss0",,
548.2134734734746,Dosis III,,,"Boss0",,
550.6539139139151,Dosis III,,,"Boss0",,
553.0943543543556,Eukrasia,,,,,
554.0953553553566,Eukrasian Dosis III,,,"Boss0",,
555.5958558558569,Dosis III,,,"Boss0",,
557.1634234234244,Psyche,,,"Boss0",,
558.0362962962973,Dosis III,,,"Boss0",,
560.4767367367378,Dosis III,,,"Boss0",,
562.9171771771784,Dosis III,,,"Boss0",,
565.3576176176189,Dosis III,,,"Boss0",,
567.7980580580594,Dosis III,,,"Boss0",,
570.2384984984998,Dosis III,,,"Boss0",,
572.6789389389403,Dosis III,,,"Boss0",,
574.2465065065078,Rhizomata,,,,,
575.1193793793808,Dosis III,,,"Boss0",,
576.6869469469483,Kerachole,,,,,
577.5598198198212,Dosis III,,,"Boss0",,
580.0002602602617,Dosis III,,,"Boss0",,
581.5678278278293,Taurochole,,,,,
582.4407007007022,Eukrasia,,,,,
583.4417017017032,Eukrasian Dosis III,,,"Boss0",,
584.9422022022037,Dosis III,,,"Boss0",,
587.3826426426442,Dosis III,,,"Boss0",,
589.8230830830847,Dosis III,,,"Boss0",,
592.2635235235252,Dosis III,,,"Boss0",,
593.8310910910928,Lucid Dreaming,,,,,
594.7039639639659,Dosis III,,,"Boss0",,
597.1444044044064,Dosis III,,,"Boss0",,
599.584844844847,Dosis III,,,"Boss0",,
602.0252852852873,Dosis III,,,"Boss0",,
604.4657257257277,Dosis III,,,"Boss0",,
606.9061661661681,Dosis III,,,"Boss0",,
609.3466066066086,Phlegma III,,,"Boss0",,
611.7870470470491,Phlegma III,,,"Boss0",,
614.2274874874895,Dosis III,,,"Boss0",,
616.66792792793,Dosis III,,,"Boss0",,
618.2354954954976,Psyche,,,"Boss0",,
619.1083683683706,Eukrasia,,,,,
620.1093693693716,Eukrasian Dosis III,,,"Boss0",,
621.6098698698721,Dosis III,,,"Boss0",,
624.0503103103126,Dosis III,,,"Boss0",,
626.4907507507531,Dosis III,,,"Boss0",,
628.0583183183207,Taurochole,,,,,
628.9311911911935,Dosis III,,,"Boss0",,
631.371631631634,Dosis III,,,"Boss0",,
633.8120720720744,Dosis III,,,"Boss0",,
636.252512512515,Dosis III,,,"Boss0",,
638.6929529529556,Dosis III,,,"Boss0",,
641.1333933933961,Eukrasia,,,,,
642.1343943943971,Eukrasian Dosis III,,,"Boss0",,
643.6348948948976,Dosis III,,,"Boss0",,
646.0753353353381,Dosis III,,,"Boss0",,
648.5157757757786,Dosis III,,,"Boss0",,
650.9562162162192,Dosis III,,,"Boss0",,
653.3966566566597,Dosis III,,,"Boss0",,
654.9642242242273,Lucid Dreaming,,,,,
655.8370970971004,Dosis III,,,"Boss0",,
658.2775375375408,Dosis III,,,"Boss0",,
660.7179779779811,Dosis III,,,"Boss0",,
663.1584184184217,Dosis III,,,"Boss0",,
664.7259859859893,Rhizomata,,,,,
665.5988588588622,Dosis III,,,"Boss0",,
667.1664264264298,Druochole,,,,,
668.0392992993026,Dosis III,,,"Boss0",,
670.479739739743,Eukrasia,,,,,
671.480740740744,Eukrasian Dosis III,,,"Boss0",,
672.9812412412444,Dosis III,,,"Boss0",,
674.5488088088119,Taurochole,,,,,
675.4216816816847,Dosis III,,,"Boss0",,
677.8621221221252,Dosis III,,,"Boss0",,
679.4296896896929,Psyche,,,"Boss0",,
680.3025625625658,Dosis III,,,"Boss0",,
682.7430030030063,Dosis III,,,"Boss0",,
685.1834434434467,Phlegma III,,,"Boss0",,
687.6238838838871,Dosis III,,,"Boss0",,
690.0643243243276,Dosis III,,,"Boss0",,
692.5047647647681,Dosis III,,,"Boss0",,
694.9452052052086,Dosis III,,,"Boss0",,
697.385645645649,Dosis III,,,"Boss0",,
699.8260860860895,Dosis III,,,"Boss0",,
702.2665265265299,Eukrasia,,,,,
703.267527527531,Toxikon II,,,"Boss0",,
705.7079679679715,Eukrasian Dosis III,,,"Boss0",,
707.208468468472,Dosis III,,,"Boss0",,
709.6489089089125,Dosis III,,,"Boss0",,
712.0893493493529,Dosis III,,,"Boss0",,
713.6569169169205,Grade 4 Gemdraught,,,,,
714.5297897897935,Dosis III,,,"Boss0",,
716.0973573573611,Lucid Dreaming,,,,,
716.970230230234,Dosis III,,,"Boss0",,
719.4106706706746,Dosis III,,,"Boss0",,
721.8511111111151,Dosis III,,,"Boss0",,
724.2915515515556,Dosis III,,,"Boss0",,
726.7319919919962,Dosis III,,,"Boss0",,
729.1724324324367,Phlegma III,,,"Boss0",,
731.612872872877,Phlegma III,,,"Boss0",,
734.0533133133174,Dosis III,,,"Boss0",,
736.4937537537577,Dosis III,,,"Boss0",,
738.9341941941983,Dosis III,,,"Boss0",,
740.5017617617658,Psyche,,,"Boss0",,
741.3746346346386,Dosis III,,,"Boss0",,
742.9422022022063,Swiftcast,,,,,
743.8150750750792,Dosis III,,,"Boss0",,
746.2555155155197,Dosis III,,,"Boss0",,
748.6959559559602,Toxikon II,,,"Boss0",,
