#use_strict_skill_naming = False
#stats = {"job_class":"NIN","det_stat":2527,"crit_stat":3605,"dh_stat":1961,"tenacity":420,"speed_stat":420,"version":"7.3","level":100,"wd":158,"main_stat":6818}
time,skill_name,job_class,skill_conditional,targets
70.70198198198202,Dream Within a Dream,,,"Boss0"
71.85275275275279,Ten,,,
72.3532532532533,Jin,,,
72.85375375375381,Hyosho Ranryu,,,"Boss0"
73.47375375375381,Bhavacakra,,,"Boss0"
74.35425425425431,Ten,,,
74.85475475475482,Chi,,,
75.35525525525533,Raiton,,,"Boss0"
76.85575575575584,Ten,,,
77.35625625625634,Chi,,,
77.85675675675685,Raiton,,,"Boss0"
79.35725725725733,Fleeting Raiju,,,"Boss0"
81.47737737737745,Fleeting Raiju,,,"Boss0"
83.59749749749757,Aeolian Edge,,,"Boss0"
85.71761761761768,Spinning Edge,,,"Boss0"
87.8377377377378,Gust Slash,,,"Boss0"
89.95785785785793,Aeolian Edge,,,"Boss0"
92.07797797797807,Spinning Edge,,,"Boss0"
94.19809809809817,Gust Slash,,,"Boss0"
94.81809809809818,Bunshin,,,
96.3182182182183,Armor Crush,,,"Boss0"
98.43833833833843,Spinning Edge,,,"Boss0"
100.55845845845855,Gust Slash,,,"Boss0"
102.67857857857867,Aeolian Edge,,,"Boss0"
103.29857857857867,Bhavacakra,,,"Boss0"
104.7986986986988,Spinning Edge,,,"Boss0"
106.91881881881892,Gust Slash,,,"Boss0"
109.03893893893904,Aeolian Edge,,,"Boss0"
111.15905905905915,Ten,,,
111.65955955955967,Chi,,,
112.16006006006018,Jin,,,
112.66056056056067,Suiton,,,"Boss0"
114.16106106106119,Spinning Edge,,,"Boss0"
114.7810610610612,Bhavacakra,,,"Boss0"
116.2811811811813,Gust Slash,,,"Boss0"
118.40130130130143,Armor Crush,,,"Boss0"
120.52142142142156,Spinning Edge,,,"Boss0"
121.14142142142157,Kassatsu,,,
122.64154154154167,Gust Slash,,,"Boss0"
123.26154154154167,Bhavacakra,,,"Boss0"
124.7616616616618,Aeolian Edge,,,"Boss0"
125.58166166166183,Dokumori,,,"Boss0"
126.88178178178194,Phantom Kamaitachi,,,"Boss0"
128.38086086086105,Kunai's Bane,,,"Boss0"
129.00190190190207,Ten,,,
129.50240240240257,Jin,,,
130.00290290290306,Hyosho Ranryu,,,"Boss0"
130.70198198198216,Dream Within a Dream,,,"Boss0"
131.50340340340358,Ten,,,
132.00390390390405,Chi,,,
132.50440440440454,Raiton,,,"Boss0"
133.20348348348352,Ten Chi Jin,,,
134.00490490490503,Fuma Shuriken,,,"Boss0"
135.00590590590605,Raiton,,,"Boss0"
136.00690690690706,Suiton,,,"Boss0"
136.62690690690704,Zesho Meppo,,,"Boss0"
137.50740740740753,Fleeting Raiju,,,"Boss0"
138.12740740740753,Meisui,,,
138.74740740740754,Bhavacakra,,,"Boss0"
139.62752752752766,Fleeting Raiju,,,"Boss0"
140.24752752752767,Tenri Jindo,,,"Boss0"
141.74764764764774,Ten,,,
142.24814814814823,Chi,,,
142.74864864864873,Raiton,,,"Boss0"
144.24914914914925,Fleeting Raiju,,,"Boss0"
146.36926926926935,Spinning Edge,,,"Boss0"
148.4893893893895,Gust Slash,,,"Boss0"
150.60950950950962,Aeolian Edge,,,"Boss0"
152.72962962962978,Spinning Edge,,,"Boss0"
154.84974974974992,Gust Slash,,,"Boss0"
156.96986986987002,Aeolian Edge,,,"Boss0"
157.58986986987003,Bhavacakra,,,"Boss0"
159.08998998999016,Spinning Edge,,,"Boss0"
161.21011011011026,Gust Slash,,,"Boss0"
163.33023023023037,Armor Crush,,,"Boss0"
165.45035035035048,Spinning Edge,,,"Boss0"
167.5704704704706,Gust Slash,,,"Boss0"
169.69059059059072,Aeolian Edge,,,"Boss0"
170.31059059059072,Bhavacakra,,,"Boss0"
171.81071071071082,Ten,,,
172.31121121121132,Chi,,,
172.8117117117118,Jin,,,
173.3122122122123,Suiton,,,"Boss0"
174.8127127127128,Spinning Edge,,,"Boss0"
176.9328328328329,Gust Slash,,,"Boss0"
179.05295295295304,Aeolian Edge,,,"Boss0"
181.17307307307314,Spinning Edge,,,"Boss0"
181.79307307307315,Kassatsu,,,
183.29319319319328,Gust Slash,,,"Boss0"
184.81809809809812,Bunshin,,,
185.43809809809812,Aeolian Edge,,,"Boss0"
187.55821821821823,Spinning Edge,,,"Boss0"
188.38086086086093,Kunai's Bane,,,"Boss0"
189.67833833833834,Gust Slash,,,"Boss0"
190.70198198198202,Dream Within a Dream,,,"Boss0"
191.79845845845847,Ten,,,
192.29895895895896,Jin,,,
192.79945945945946,Hyosho Ranryu,,,"Boss0"
193.41945945945946,Bhavacakra,,,"Boss0"
194.29995995995998,Ten,,,
194.80046046046047,Chi,,,
195.30096096096096,Raiton,,,"Boss0"
196.80146146146149,Ten,,,
197.30196196196198,Chi,,,
197.80246246246247,Raiton,,,"Boss0"
199.302962962963,Fleeting Raiju,,,"Boss0"
201.4230830830831,Fleeting Raiju,,,"Boss0"
203.54320320320318,Aeolian Edge,,,"Boss0"
204.16320320320315,Bhavacakra,,,"Boss0"
205.66332332332328,Phantom Kamaitachi,,,"Boss0"
207.78344344344345,Spinning Edge,,,"Boss0"
209.90356356356358,Gust Slash,,,"Boss0"
212.02368368368369,Armor Crush,,,"Boss0"
214.14380380380382,Spinning Edge,,,"Boss0"
216.26392392392395,Gust Slash,,,"Boss0"
218.38404404404406,Aeolian Edge,,,"Boss0"
220.50416416416414,Spinning Edge,,,"Boss0"
222.62428428428424,Gust Slash,,,"Boss0"
224.74440440440435,Aeolian Edge,,,"Boss0"
226.86452452452448,Spinning Edge,,,"Boss0"
228.98464464464462,Gust Slash,,,"Boss0"
229.60464464464462,Bhavacakra,,,"Boss0"
231.10476476476475,Armor Crush,,,"Boss0"
233.2248848848849,Ten,,,
233.72538538538538,Chi,,,
234.22588588588587,Jin,,,
234.72638638638637,Suiton,,,"Boss0"
236.2268868868869,Spinning Edge,,,"Boss0"
238.347007007007,Gust Slash,,,"Boss0"
238.967007007007,Bhavacakra,,,"Boss0"
240.46712712712707,Aeolian Edge,,,"Boss0"
241.79307307307306,Kassatsu,,,
242.5872472472472,Spinning Edge,,,"Boss0"
244.70736736736728,Gust Slash,,,"Boss0"
245.5816616616616,Dokumori,,,"Boss0"
246.82748748748742,Aeolian Edge,,,"Boss0"
248.38086086086088,Kunai's Bane,,,"Boss0"
249.00086086086088,Ten,,,
249.50136136136138,Jin,,,
250.00186186186187,Hyosho Ranryu,,,"Boss0"
250.70198198198193,Dream Within a Dream,,,"Boss0"
251.50236236236236,Ten,,,
252.00286286286286,Chi,,,
252.50336336336335,Raiton,,,"Boss0"
253.20348348348324,Ten Chi Jin,,,
254.00386386386384,Fuma Shuriken,,,"Boss0"
255.00486486486483,Raiton,,,"Boss0"
256.0058658658658,Suiton,,,"Boss0"
256.6258658658658,Zesho Meppo,,,"Boss0"
257.5063663663663,Fleeting Raiju,,,"Boss0"
258.1263663663663,Bhavacakra,,,"Boss0"
258.7463663663663,Meisui,,,
259.6264864864864,Fleeting Raiju,,,"Boss0"
260.2464864864864,Tenri Jindo,,,"Boss0"
260.8664864864864,Bhavacakra,,,"Boss0"
261.7466066066066,Ten,,,
262.24710710710707,Chi,,,
262.74760760760756,Raiton,,,"Boss0"
264.24810810810806,Fleeting Raiju,,,"Boss0"
266.36822822822813,Spinning Edge,,,"Boss0"
268.4883483483482,Gust Slash,,,"Boss0"
270.60846846846823,Armor Crush,,,"Boss0"
272.7285885885883,Spinning Edge,,,"Boss0"
274.84870870870833,Gust Slash,,,"Boss0"
275.46870870870833,Bunshin,,,
276.96882882882846,Aeolian Edge,,,"Boss0"
279.0889489489486,Spinning Edge,,,"Boss0"
281.20906906906873,Gust Slash,,,"Boss0"
283.3291891891888,Aeolian Edge,,,"Boss0"
285.4493093093089,Spinning Edge,,,"Boss0"
287.569429429429,Gust Slash,,,"Boss0"
288.189429429429,Bhavacakra,,,"Boss0"
289.68954954954916,Armor Crush,,,"Boss0"
291.8096696696693,Spinning Edge,,,"Boss0"
293.9297897897894,Ten,,,
294.43029029029,Chi,,,
294.93079079079047,Jin,,,
295.43129129129096,Suiton,,,"Boss0"
296.9317917917915,Gust Slash,,,"Boss0"
299.0519119119117,Armor Crush,,,"Boss0"
301.17203203203184,Spinning Edge,,,"Boss0"
301.79307307307283,Kassatsu,,,
303.2921521521519,Gust Slash,,,"Boss0"
305.4122722722721,Aeolian Edge,,,"Boss0"
307.53239239239224,Spinning Edge,,,"Boss0"
308.38086086086076,Kunai's Bane,,,"Boss0"
309.00086086086077,Bhavacakra,,,"Boss0"
309.6525125125124,Phantom Kamaitachi,,,"Boss0"
310.7019819819818,Dream Within a Dream,,,"Boss0"
311.77263263263245,Ten,,,
312.27313313313294,Jin,,,
312.77363363363344,Hyosho Ranryu,,,"Boss0"
314.274134134134,Ten,,,
314.7746346346345,Chi,,,
315.275135135135,Raiton,,,"Boss0"
316.77563563563547,Ten,,,
317.27613613613596,Chi,,,
317.77663663663645,Raiton,,,"Boss0"
319.2771371371369,Fleeting Raiju,,,"Boss0"
319.8971371371369,Bhavacakra,,,"Boss0"
321.39725725725697,Fleeting Raiju,,,"Boss0"
323.5173773773771,Gust Slash,,,"Boss0"
325.63749749749724,Aeolian Edge,,,"Boss0"
327.7576176176174,Spinning Edge,,,"Boss0"
329.87773773773756,Gust Slash,,,"Boss0"
331.9978578578578,Armor Crush,,,"Boss0"
334.11797797797794,Spinning Edge,,,"Boss0"
336.2380980980981,Gust Slash,,,"Boss0"
336.8580980980981,Bhavacakra,,,"Boss0"
338.3582182182182,Aeolian Edge,,,"Boss0"
340.47833833833835,Spinning Edge,,,"Boss0"
342.5984584584585,Gust Slash,,,"Boss0"
344.7185785785786,Aeolian Edge,,,"Boss0"
346.8386986986987,Spinning Edge,,,"Boss0"
348.95881881881877,Gust Slash,,,"Boss0"
351.0789389389389,Ten,,,
351.5794394394394,Chi,,,
352.0799399399399,Jin,,,
352.5804404404404,Suiton,,,"Boss0"
354.0809409409409,Armor Crush,,,"Boss0"
356.201061061061,Spinning Edge,,,"Boss0"
357.621061061061,Grade 4 Gemdraught,,,
358.32118118118115,Gust Slash,,,"Boss0"
358.94118118118115,Bhavacakra,,,"Boss0"
360.44130130130134,Aeolian Edge,,,"Boss0"
362.5614214214214,Spinning Edge,,,"Boss0"
363.1814214214214,Kassatsu,,,
364.68154154154155,Gust Slash,,,"Boss0"
365.46870870870873,Bunshin,,,
366.08870870870874,Dokumori,,,"Boss0"
366.80166166166174,Aeolian Edge,,,"Boss0"
368.38086086086093,Kunai's Bane,,,"Boss0"
369.00086086086094,Ten,,,
369.5013613613615,Jin,,,
370.0018618618619,Hyosho Ranryu,,,"Boss0"
370.70198198198204,Dream Within a Dream,,,"Boss0"
371.5023623623625,Ten,,,
372.00286286286297,Chi,,,
372.50336336336346,Raiton,,,"Boss0"
373.2034834834832,Ten Chi Jin,,,
374.003863863864,Fuma Shuriken,,,"Boss0"
375.004864864865,Raiton,,,"Boss0"
376.005865865866,Suiton,,,"Boss0"
376.625865865866,Zesho Meppo,,,"Boss0"
377.5063663663665,Fleeting Raiju,,,"Boss0"
378.1263663663665,Tenri Jindo,,,"Boss0"
378.7463663663665,Meisui,,,
379.6264864864866,Fleeting Raiju,,,"Boss0"
380.2464864864866,Bhavacakra,,,"Boss0"
381.74660660660675,Ten,,,
382.24710710710724,Chi,,,
382.74760760760773,Raiton,,,"Boss0"
383.36760760760774,Bhavacakra,,,"Boss0"
384.2481081081082,Fleeting Raiju,,,"Boss0"
386.3682282282283,Phantom Kamaitachi,,,"Boss0"
388.4883483483484,Spinning Edge,,,"Boss0"
390.60846846846846,Gust Slash,,,"Boss0"
392.72858858858865,Aeolian Edge,,,"Boss0"
393.34858858858865,Bhavacakra,,,"Boss0"
394.8487087087088,Spinning Edge,,,"Boss0"
396.9688288288289,Gust Slash,,,"Boss0"
399.08894894894905,Armor Crush,,,"Boss0"
401.2090690690692,Spinning Edge,,,"Boss0"
403.3291891891894,Gust Slash,,,"Boss0"
405.44930930930957,Aeolian Edge,,,"Boss0"
407.56942942942965,Spinning Edge,,,"Boss0"
409.6895495495498,Gust Slash,,,"Boss0"
411.8096696696699,Ten,,,
412.3101701701704,Chi,,,
412.8106706706709,Jin,,,
413.3111711711714,Suiton,,,"Boss0"
414.8116716716719,Armor Crush,,,"Boss0"
416.931791791792,Spinning Edge,,,"Boss0"
419.05191191191216,Gust Slash,,,"Boss0"
421.17203203203235,Aeolian Edge,,,"Boss0"
421.79203203203235,Bhavacakra,,,"Boss0"
423.2921521521525,Spinning Edge,,,"Boss0"
423.91215215215254,Kassatsu,,,
425.4122722722727,Gust Slash,,,"Boss0"
427.5323923923928,Aeolian Edge,,,"Boss0"
428.3808608608613,Kunai's Bane,,,"Boss0"
429.652512512513,Ten,,,
430.15301301301344,Jin,,,
430.65351351351393,Hyosho Ranryu,,,"Boss0"
431.27351351351393,Dream Within a Dream,,,"Boss0"
432.1540140140144,Ten,,,
432.6545145145149,Chi,,,
433.1550150150154,Raiton,,,"Boss0"
433.7750150150154,Bhavacakra,,,"Boss0"
434.6555155155159,Fleeting Raiju,,,"Boss0"
436.775635635636,Ten,,,
437.2761361361365,Chi,,,
437.77663663663697,Raiton,,,"Boss0"
439.2771371371374,Fleeting Raiju,,,"Boss0"
441.3972572572575,Spinning Edge,,,"Boss0"
443.51737737737767,Gust Slash,,,"Boss0"
445.6374974974978,Aeolian Edge,,,"Boss0"
447.75761761761794,Spinning Edge,,,"Boss0"
449.8777377377381,Gust Slash,,,"Boss0"
451.99785785785826,Aeolian Edge,,,"Boss0"
454.11797797797834,Spinning Edge,,,"Boss0"
455.4687087087089,Bunshin,,,
456.2380980980984,Gust Slash,,,"Boss0"
458.35821821821855,Armor Crush,,,"Boss0"
460.4783383383387,Spinning Edge,,,"Boss0"
462.5984584584588,Gust Slash,,,"Boss0"
463.21845845845877,Bhavacakra,,,"Boss0"
464.7185785785789,Armor Crush,,,"Boss0"
466.83869869869903,Spinning Edge,,,"Boss0"
468.9588188188191,Gust Slash,,,"Boss0"
471.07893893893925,Ten,,,
471.5794394394397,Chi,,,
472.0799399399402,Jin,,,
472.58044044044067,Suiton,,,"Boss0"
474.08094094094116,Aeolian Edge,,,"Boss0"
476.2010610610613,Spinning Edge,,,"Boss0"
478.32118118118143,Gust Slash,,,"Boss0"
478.94118118118143,Bhavacakra,,,"Boss0"
480.44130130130156,Aeolian Edge,,,"Boss0"
481.06130130130157,Bhavacakra,,,"Boss0"
482.5614214214217,Spinning Edge,,,"Boss0"
483.91215215215243,Kassatsu,,,
484.68154154154183,Gust Slash,,,"Boss0"
486.08870870870874,Dokumori,,,"Boss0"
486.801661661662,Phantom Kamaitachi,,,"Boss0"
488.3808608608612,Kunai's Bane,,,"Boss0"
489.0008608608612,Ten,,,
489.5013613613618,Jin,,,
490.0018618618622,Hyosho Ranryu,,,"Boss0"
490.6218618618622,Zesho Meppo,,,"Boss0"
491.5023623623627,Ten,,,
492.0028628628632,Chi,,,
492.5033633633637,Raiton,,,"Boss0"
493.2034834834833,Ten Chi Jin,,,
494.0038638638641,Fuma Shuriken,,,"Boss0"
495.0048648648651,Raiton,,,"Boss0"
496.0058658658661,Suiton,,,"Boss0"
496.6258658658661,Dream Within a Dream,,,"Boss0"
497.5063663663667,Fleeting Raiju,,,"Boss0"
498.1263663663667,Tenri Jindo,,,"Boss0"
498.7463663663667,Meisui,,,
499.6264864864869,Fleeting Raiju,,,"Boss0"
500.2464864864869,Bhavacakra,,,"Boss0"
501.7466066066071,Ten,,,
502.2471071071076,Chi,,,
502.7476076076081,Raiton,,,"Boss0"
504.2481081081087,Fleeting Raiju,,,"Boss0"
506.36822822822876,Aeolian Edge,,,"Boss0"
506.98822822822876,Bhavacakra,,,"Boss0"
508.48834834834884,Spinning Edge,,,"Boss0"
510.6084684684688,Gust Slash,,,"Boss0"
512.7285885885889,Armor Crush,,,"Boss0"
514.848708708709,Spinning Edge,,,"Boss0"
516.968828828829,Gust Slash,,,"Boss0"
519.0889489489491,Armor Crush,,,"Boss0"
519.7089489489491,Bhavacakra,,,"Boss0"
521.2090690690692,Spinning Edge,,,"Boss0"
523.3291891891893,Gust Slash,,,"Boss0"
525.4493093093095,Aeolian Edge,,,"Boss0"
527.5694294294296,Spinning Edge,,,"Boss0"
529.6895495495497,Gust Slash,,,"Boss0"
531.8096696696699,Ten,,,
532.3101701701704,Chi,,,
532.8106706706709,Jin,,,
533.3111711711714,Suiton,,,"Boss0"
534.8116716716719,Aeolian Edge,,,"Boss0"
536.931791791792,Spinning Edge,,,"Boss0"
539.0519119119123,Gust Slash,,,"Boss0"
541.1720320320323,Aeolian Edge,,,"Boss0"
543.2921521521525,Spinning Edge,,,"Boss0"
543.9121521521525,Kassatsu,,,
545.4122722722726,Gust Slash,,,"Boss0"
546.0322722722726,Bunshin,,,
547.5323923923927,Aeolian Edge,,,"Boss0"
548.3808608608612,Kunai's Bane,,,"Boss0"
549.6525125125129,Ten,,,
550.1530130130133,Jin,,,
550.6535135135138,Hyosho Ranryu,,,"Boss0"
551.2735135135138,Bhavacakra,,,"Boss0"
552.1540140140143,Phantom Kamaitachi,,,"Boss0"
554.2741341341343,Ten,,,
554.7746346346348,Chi,,,
555.2751351351353,Raiton,,,"Boss0"
556.7756356356357,Fleeting Raiju,,,"Boss0"
557.3956356356357,Dream Within a Dream,,,"Boss0"
558.8957557557559,Ten,,,
559.3962562562565,Chi,,,
559.896756756757,Raiton,,,"Boss0"
561.3972572572575,Fleeting Raiju,,,"Boss0"
563.5173773773776,Spinning Edge,,,"Boss0"
565.6374974974977,Gust Slash,,,"Boss0"
567.7576176176178,Armor Crush,,,"Boss0"
568.3776176176178,Bhavacakra,,,"Boss0"
569.8777377377379,Spinning Edge,,,"Boss0"
571.9978578578581,Gust Slash,,,"Boss0"
574.1179779779782,Aeolian Edge,,,"Boss0"
576.2380980980984,Spinning Edge,,,"Boss0"
578.3582182182186,Gust Slash,,,"Boss0"
580.4783383383386,Armor Crush,,,"Boss0"
581.0983383383386,Bhavacakra,,,"Boss0"
582.5984584584588,Spinning Edge,,,"Boss0"
584.7185785785789,Gust Slash,,,"Boss0"
586.838698698699,Aeolian Edge,,,"Boss0"
588.9588188188192,Spinning Edge,,,"Boss0"
591.0789389389392,Gust Slash,,,"Boss0"
593.1990590590593,Ten,,,
593.6995595595598,Chi,,,
594.2000600600603,Jin,,,
594.7005605605608,Suiton,,,"Boss0"
596.2010610610613,Aeolian Edge,,,"Boss0"
598.3211811811814,Spinning Edge,,,"Boss0"
600.4413013013015,Gust Slash,,,"Boss0"
601.0613013013015,Bhavacakra,,,"Boss0"
602.5614214214215,Aeolian Edge,,,"Boss0"
603.9121521521523,Kassatsu,,,
604.6815415415416,Spinning Edge,,,"Boss0"
606.0887087087085,Dokumori,,,"Boss0"
606.8016616616618,Gust Slash,,,"Boss0"
608.3808608608609,Kunai's Bane,,,"Boss0"
609.0008608608609,Ten,,,
609.5013613613614,Jin,,,
610.001861861862,Hyosho Ranryu,,,"Boss0"
610.621861861862,Zesho Meppo,,,"Boss0"
611.5023623623625,Ten,,,
612.0028628628631,Chi,,,
612.5033633633636,Raiton,,,"Boss0"
613.2034834834831,Ten Chi Jin,,,
614.0038638638641,Fuma Shuriken,,,"Boss0"
615.0048648648651,Raiton,,,"Boss0"
616.0058658658661,Suiton,,,"Boss0"
616.6258658658661,Tenri Jindo,,,"Boss0"
617.5063663663667,Fleeting Raiju,,,"Boss0"
618.1263663663667,Dream Within a Dream,,,"Boss0"
618.7463663663667,Bhavacakra,,,"Boss0"
619.6264864864868,Fleeting Raiju,,,"Boss0"
620.2464864864868,Meisui,,,
620.8664864864868,Bhavacakra,,,"Boss0"
621.7466066066069,Ten,,,
622.2471071071074,Chi,,,
622.7476076076078,Raiton,,,"Boss0"
624.2481081081085,Fleeting Raiju,,,"Boss0"
626.3682282282285,Aeolian Edge,,,"Boss0"
628.4883483483488,Spinning Edge,,,"Boss0"
630.6084684684689,Gust Slash,,,"Boss0"
632.728588588589,Armor Crush,,,"Boss0"
634.8487087087091,Spinning Edge,,,"Boss0"
636.0322722722726,Bunshin,,,
636.9688288288293,Gust Slash,,,"Boss0"
639.0889489489493,Armor Crush,,,"Boss0"
641.2090690690695,Spinning Edge,,,"Boss0"
643.3291891891896,Gust Slash,,,"Boss0"
645.4493093093098,Aeolian Edge,,,"Boss0"
647.5694294294299,Spinning Edge,,,"Boss0"
649.68954954955,Gust Slash,,,"Boss0"
651.8096696696701,Aeolian Edge,,,"Boss0"
653.9297897897902,Ten,,,
654.4302902902907,Chi,,,
654.9307907907912,Jin,,,
655.4312912912917,Suiton,,,"Boss0"
656.0512912912917,Bhavacakra,,,"Boss0"
656.9317917917922,Spinning Edge,,,"Boss0"
659.0519119119124,Gust Slash,,,"Boss0"
661.1720320320325,Armor Crush,,,"Boss0"
663.2921521521527,Spinning Edge,,,"Boss0"
663.9121521521527,Kassatsu,,,
665.4122722722728,Gust Slash,,,"Boss0"
667.5323923923929,Aeolian Edge,,,"Boss0"
668.1523923923929,Bhavacakra,,,"Boss0"
668.7723923923929,Kunai's Bane,,,"Boss0"
669.652512512513,Ten,,,
670.1530130130135,Jin,,,
670.653513513514,Hyosho Ranryu,,,"Boss0"
671.273513513514,Bhavacakra,,,"Boss0"
672.1540140140145,Phantom Kamaitachi,,,"Boss0"
674.2741341341347,Ten,,,
674.7746346346352,Chi,,,
675.2751351351357,Raiton,,,"Boss0"
676.775635635636,Fleeting Raiju,,,"Boss0"
678.1263663663668,Dream Within a Dream,,,"Boss0"
678.8957557557562,Ten,,,
679.3962562562568,Chi,,,
679.8967567567573,Raiton,,,"Boss0"
681.3972572572578,Fleeting Raiju,,,"Boss0"
683.5173773773779,Spinning Edge,,,"Boss0"
685.637497497498,Gust Slash,,,"Boss0"
687.7576176176179,Aeolian Edge,,,"Boss0"
689.877737737738,Spinning Edge,,,"Boss0"
691.9978578578581,Gust Slash,,,"Boss0"
694.1179779779782,Aeolian Edge,,,"Boss0"
694.7379779779782,Bhavacakra,,,"Boss0"
696.2380980980984,Spinning Edge,,,"Boss0"
698.3582182182184,Gust Slash,,,"Boss0"
700.4783383383385,Armor Crush,,,"Boss0"
702.5984584584587,Spinning Edge,,,"Boss0"
704.7185785785788,Gust Slash,,,"Boss0"
706.8386986986989,Aeolian Edge,,,"Boss0"
708.9588188188189,Spinning Edge,,,"Boss0"
711.078938938939,Gust Slash,,,"Boss0"
713.1990590590592,Aeolian Edge,,,"Boss0"
715.3191791791793,Ten,,,
715.8196796796798,Chi,,,
716.3201801801803,Jin,,,
716.8206806806808,Suiton,,,"Boss0"
718.3211811811813,Spinning Edge,,,"Boss0"
718.9411811811813,Grade 4 Gemdraught,,,
719.5611811811813,Bhavacakra,,,"Boss0"
720.4413013013015,Gust Slash,,,"Boss0"
722.5614214214215,Armor Crush,,,"Boss0"
723.9121521521523,Kassatsu,,,
724.6815415415417,Spinning Edge,,,"Boss0"
726.0887087087085,Dokumori,,,"Boss0"
726.7087087087085,Bunshin,,,
727.3287087087085,Gust Slash,,,"Boss0"
729.4488288288286,Phantom Kamaitachi,,,"Boss0"
730.8688288288286,Kunai's Bane,,,"Boss0"
731.5689489489487,Ten,,,
732.0694494494492,Jin,,,
732.5699499499497,Hyosho Ranryu,,,"Boss0"
733.1899499499497,Zesho Meppo,,,"Boss0"
734.0704504504502,Ten,,,
734.5709509509506,Chi,,,
735.0714514514511,Raiton,,,"Boss0"
735.6914514514511,Ten Chi Jin,,,
736.5719519519516,Fuma Shuriken,,,"Boss0"
737.5729529529526,Raiton,,,"Boss0"
738.5739539539536,Suiton,,,"Boss0"
739.1939539539536,Tenri Jindo,,,"Boss0"
740.0744544544542,Fleeting Raiju,,,"Boss0"
740.6944544544542,Dream Within a Dream,,,"Boss0"
741.3144544544541,Meisui,,,
742.1945745745742,Ten,,,
742.6950750750747,Chi,,,
743.1955755755752,Raiton,,,"Boss0"
743.8155755755752,Bhavacakra,,,"Boss0"
744.6960760760757,Fleeting Raiju,,,"Boss0"
746.8161961961957,Fleeting Raiju,,,"Boss0"
747.4361961961957,Bhavacakra,,,"Boss0"
748.9363163163158,Aeolian Edge,,,"Boss0"
