#use_strict_skill_naming = False
#stats = {"job_class":"PCT","det_stat":2287,"crit_stat":3576,"dh_stat":2230,"tenacity":420,"speed_stat":420,"version":"7.4","level":100,"wd":158,"main_stat":6838,"healer_or_caster_strength":222}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
102.55216521652169,Water in Blue,,,"Boss0",,
104.15222522252229,Subtractive Palette,,,,,
105.05221522152219,Blizzard in Cyan,,,"Boss0",,
108.35224522452249,Stone in Yellow,,,"Boss0",,
110.7522852285229,Striking Muse,,,,,
111.65227522752278,Hammer Stamp,,,"Boss0",,
114.1523252325233,Hammer Brush,,,"Boss0",,
116.6523752375238,Polishing Hammer,,,"Boss0",,
119.1524252425243,Hammer Motif,,,,,
122.25253525352541,Pom Muse,,,"Boss0",,
123.15252525252532,Wing Motif,,,,,
126.25263526352643,Starry Muse,,,,,
127.15262526252636,Thunder in Magenta,,,"Boss0",,
129.62267226722685,Comet in Black,,,"Boss0",,
130.32267226722684,Subtractive Palette,,,,,
131.02267226722682,Retribution of the Madeen,,,"Boss0",,
132.0927192719273,Blizzard in Cyan,,,"Boss0",,
134.5627662766278,Star Prism,,,"Boss0",,
135.2627662766278,Winged Muse,,,"Boss0",,
136.43285328532863,Comet in Black,,,"Boss0",,
137.13285328532862,Striking Muse,,,,,
138.90290029002912,Hammer Stamp,,,"Boss0",,
141.40295029502963,Hammer Brush,,,"Boss0",,
143.90300030003013,Polishing Hammer,,,"Boss0",,
146.40305030503063,Rainbow Drip,,,"Boss0",,
148.9031003100311,Hammer Motif,,,,,
152.90320032003208,Claw Motif,,,,,
156.9033003300331,Starry Sky Motif,,,,,
160.9034003400341,Holy in White,,,"Boss0",,
161.60340034003409,Clawed Muse,,,"Boss0",,
162.30340034003407,Mog of the Ages,,,"Boss0",,
163.4034503450346,Maw Motif,,,,,
167.40355035503566,Blizzard in Cyan,,,"Boss0",,
170.703580358036,Stone in Yellow,,,"Boss0",,
174.0036103610363,Water in Blue,,,"Boss0",,
176.50366036603677,Fire in Red,,,"Boss0",,
179.00371037103727,Aero in Green,,,"Boss0",,
181.50376037603777,Water in Blue,,,"Boss0",,
184.00381038103828,Fire in Red,,,"Boss0",,
186.5038603860388,Aero in Green,,,"Boss0",,
189.00391039103928,Water in Blue,,,"Boss0",,
190.6039703970399,Subtractive Palette,,,,,
191.5039603960398,Blizzard in Cyan,,,"Boss0",,
194.8039903990401,Stone in Yellow,,,"Boss0",,
198.10402040204042,Thunder in Magenta,,,"Boss0",,
201.40405040504072,Fire in Red,,,"Boss0",,
203.90410041004122,Aero in Green,,,"Boss0",,
206.40415041504176,Water in Blue,,,"Boss0",,
208.00421042104236,Striking Muse,,,,,
208.9042004200423,Hammer Stamp,,,"Boss0",,
211.40425042504282,Hammer Brush,,,"Boss0",,
213.9043004300433,Polishing Hammer,,,"Boss0",,
216.4043504350438,Fire in Red,,,"Boss0",,
218.9044004400443,Aero in Green,,,"Boss0",,
221.40445044504483,Water in Blue,,,"Boss0",,
223.90450045004533,Comet in Black,,,"Boss0",,
224.60450045004532,Subtractive Palette,,,,,
227.20453045304563,Blizzard in Cyan,,,"Boss0",,
230.50456045604597,Stone in Yellow,,,"Boss0",,
233.80459045904627,Hammer Motif,,,,,
237.80469046904724,Thunder in Magenta,,,"Boss0",,
241.10472047204755,Comet in Black,,,"Boss0",,
244.40475047504782,Holy in White,,,"Boss0",,
245.1047504750478,Subtractive Palette,,,,,
246.2526352635266,Starry Muse,,,,,
246.95263526352662,Blizzard in Cyan,,,"Boss0",,
249.42268226822708,Stone in Yellow,,,"Boss0",,
251.8927292729275,Thunder in Magenta,,,"Boss0",,
254.36277627762786,Comet in Black,,,"Boss0",,
255.06277627762785,Fanged Muse,,,"Boss0",,
256.83282328232826,Star Prism,,,"Boss0",,
257.53282328232825,Striking Muse,,,,,
258.7029102910291,Hammer Stamp,,,"Boss0",,
259.4029102910291,Retribution of the Madeen,,,"Boss0",,
261.2029602960296,Hammer Brush,,,"Boss0",,
263.70301030103013,Polishing Hammer,,,"Boss0",,
266.2030603060307,Rainbow Drip,,,"Boss0",,
268.7031103110312,Fire in Red,,,"Boss0",,
271.2031603160317,Aero in Green,,,"Boss0",,
273.7032103210322,Water in Blue,,,"Boss0",,
275.3032703270328,Subtractive Palette,,,,,
276.2032603260327,Blizzard in Cyan,,,"Boss0",,
279.503290329033,Pom Motif,,,,,
283.50339033903407,Comet in Black,,,"Boss0",,
286.8034203420344,Hammer Motif,,,,,
289.90353035303553,Pom Muse,,,"Boss0",,
290.80352035203543,Wing Motif,,,,,
293.90363036303654,Winged Muse,,,"Boss0",,
294.8036203620365,Starry Sky Motif,,,,,
297.9037303730376,Mog of the Ages,,,"Boss0",,
298.8037203720375,Claw Motif,,,,,
301.90383038303867,Striking Muse,,,,,
302.80382038203857,Hammer Stamp,,,"Boss0",,
305.30387038703907,Hammer Brush,,,"Boss0",,
307.8039203920396,Polishing Hammer,,,"Boss0",,
310.3039703970401,Hammer Motif,,,,,
314.3040704070411,Blizzard in Cyan,,,"Boss0",,
317.6041004100414,Stone in Yellow,,,"Boss0",,
320.90413041304174,Water in Blue,,,"Boss0",,
322.50419041904235,Clawed Muse,,,"Boss0",,
323.4041804180423,Maw Motif,,,,,
327.4042804280434,Fire in Red,,,"Boss0",,
329.904330433044,Aero in Green,,,"Boss0",,
332.4043804380444,Water in Blue,,,"Boss0",,
334.90443044304493,Fire in Red,,,"Boss0",,
337.4044804480455,Aero in Green,,,"Boss0",,
339.90453045304594,Water in Blue,,,"Boss0",,
342.40458045804644,Holy in White,,,"Boss0",,
344.90463046304694,Holy in White,,,"Boss0",,
345.60463046304693,Subtractive Palette,,,,,
347.40468046804745,Blizzard in Cyan,,,"Boss0",,
350.70471047104775,Stone in Yellow,,,"Boss0",,
354.004740474048,Thunder in Magenta,,,"Boss0",,
357.3047704770483,Comet in Black,,,"Boss0",,
358.0047704770483,Subtractive Palette,,,,,
360.6048004800486,Blizzard in Cyan,,,"Boss0",,
363.00484048404894,Grade 4 Gemdraught,,,,,
363.90483048304884,Stone in Yellow,,,"Boss0",,
366.3048704870492,Starry Muse,,,,,
367.20486048604914,Thunder in Magenta,,,"Boss0",,
369.67490749074955,Comet in Black,,,"Boss0",,
370.3749074907496,Subtractive Palette,,,,,
372.14495449545007,Blizzard in Cyan,,,"Boss0",,
374.6150015001505,Star Prism,,,"Boss0",,
375.3150015001505,Striking Muse,,,,,
376.48508850885133,Hammer Stamp,,,"Boss0",,
377.1850885088513,Fanged Muse,,,"Boss0",,
378.9851385138518,Comet in Black,,,"Boss0",,
381.4551855185523,Rainbow Drip,,,"Boss0",,
382.1551855185523,Retribution of the Madeen,,,"Boss0",,
383.9552355235528,Hammer Brush,,,"Boss0",,
386.4552855285534,Polishing Hammer,,,"Boss0",,
388.9553355335539,Holy in White,,,"Boss0",,
391.45538553855437,Holy in White,,,"Boss0",,
393.9554355435548,Pom Motif,,,,,
397.9555355535558,Hammer Motif,,,,,
401.9556355635568,Starry Sky Motif,,,,,
405.9557355735579,Blizzard in Cyan,,,"Boss0",,
409.25576557655813,Stone in Yellow,,,"Boss0",,
412.5557955795584,Water in Blue,,,"Boss0",,
414.155855585559,Pom Muse,,,"Boss0",,
415.0558455845589,Fire in Red,,,"Boss0",,
417.5558955895594,Aero in Green,,,"Boss0",,
420.05594559455994,Water in Blue,,,"Boss0",,
421.65600560056055,Subtractive Palette,,,,,
422.55599559956045,Blizzard in Cyan,,,"Boss0",,
425.8560256025607,Stone in Yellow,,,"Boss0",,
428.25606560656104,Striking Muse,,,,,
429.15605560556094,Hammer Stamp,,,"Boss0",,
431.65610561056144,Hammer Brush,,,"Boss0",,
434.15615561556194,Polishing Hammer,,,"Boss0",,
436.6562056205624,Wing Motif,,,,,
440.6563056305634,Hammer Motif,,,,,
443.75641564156456,Winged Muse,,,"Boss0",,
444.65640564056446,Claw Motif,,,,,
448.6565056505654,Comet in Black,,,"Boss0",,
451.9565356535657,Thunder in Magenta,,,"Boss0",,
455.25656565656607,Fire in Red,,,"Boss0",,
457.7566156615666,Aero in Green,,,"Boss0",,
460.25666566656713,Water in Blue,,,"Boss0",,
462.75671567156763,Fire in Red,,,"Boss0",,
465.2567656765682,Aero in Green,,,"Boss0",,
467.75681568156864,Water in Blue,,,"Boss0",,
470.25686568656914,Fire in Red,,,"Boss0",,
472.7569156915697,Aero in Green,,,"Boss0",,
475.2569656965702,Water in Blue,,,"Boss0",,
476.8570257025708,Subtractive Palette,,,,,
477.75701570157077,Comet in Black,,,"Boss0",,
481.0570457045711,Holy in White,,,"Boss0",,
483.5570957095717,Blizzard in Cyan,,,"Boss0",,
486.3048704870494,Starry Muse,,,,,
487.0048704870494,Stone in Yellow,,,"Boss0",,
489.4749174917498,Thunder in Magenta,,,"Boss0",,
491.9449644964502,Star Prism,,,"Boss0",,
492.6449644964502,Striking Muse,,,,,
493.8150515051511,Hammer Stamp,,,"Boss0",,
494.5150515051511,Subtractive Palette,,,,,
495.2150515051511,Clawed Muse,,,"Boss0",,
496.3151015101516,Blizzard in Cyan,,,"Boss0",,
498.7851485148521,Comet in Black,,,"Boss0",,
499.4851485148521,Mog of the Ages,,,"Boss0",,
501.2551955195525,Rainbow Drip,,,"Boss0",,
503.755245524553,Hammer Brush,,,"Boss0",,
506.25529552955345,Polishing Hammer,,,"Boss0",,
508.75534553455395,Hammer Motif,,,,,
512.7554455445548,Starry Sky Motif,,,,,
516.7555455545559,Maw Motif,,,,,
520.7556455645567,Holy in White,,,"Boss0",,
521.4556455645567,Fanged Muse,,,"Boss0",,
523.2556955695571,Pom Motif,,,,,
527.2557955795581,Holy in White,,,"Boss0",,
529.7558455845586,Holy in White,,,"Boss0",,
532.2558955895593,Blizzard in Cyan,,,"Boss0",,
535.5559255925597,Stone in Yellow,,,"Boss0",,
538.8559555955601,Water in Blue,,,"Boss0",,
541.3560056005606,Fire in Red,,,"Boss0",,
542.9560656065612,Retribution of the Madeen,,,"Boss0",,
543.8560556055611,Aero in Green,,,"Boss0",,
545.4561156115617,Striking Muse,,,,,
546.3561056105615,Hammer Stamp,,,"Boss0",,
548.856155615562,Hammer Brush,,,"Boss0",,
551.3562056205625,Polishing Hammer,,,"Boss0",,
553.856255625563,Water in Blue,,,"Boss0",,
556.3563056305635,Hammer Motif,,,,,
560.3564056405645,Fire in Red,,,"Boss0",,
562.856455645565,Aero in Green,,,"Boss0",,
565.3565056505655,Water in Blue,,,"Boss0",,
566.9565656565661,Pom Muse,,,"Boss0",,
567.856555655566,Wing Motif,,,,,
570.9566656665671,Subtractive Palette,,,,,
571.856655665567,Blizzard in Cyan,,,"Boss0",,
575.1566856685673,Stone in Yellow,,,"Boss0",,
578.4567156715676,Thunder in Magenta,,,"Boss0",,
581.756745674568,Fire in Red,,,"Boss0",,
584.2567956795687,Aero in Green,,,"Boss0",,
586.7568456845692,Water in Blue,,,"Boss0",,
589.2568956895698,Fire in Red,,,"Boss0",,
591.7569456945703,Aero in Green,,,"Boss0",,
594.2569956995708,Water in Blue,,,"Boss0",,
596.7570457045712,Comet in Black,,,"Boss0",,
597.4570457045712,Subtractive Palette,,,,,
600.0570757075717,Comet in Black,,,"Boss0",,
603.357105710572,Blizzard in Cyan,,,"Boss0",,
606.3048704870497,Starry Muse,,,,,
607.0048704870496,Stone in Yellow,,,"Boss0",,
609.4749174917501,Thunder in Magenta,,,"Boss0",,
611.9449644964506,Star Prism,,,"Boss0",,
612.6449644964506,Subtractive Palette,,,,,
613.8150515051514,Blizzard in Cyan,,,"Boss0",,
616.2850985098518,Comet in Black,,,"Boss0",,
616.9850985098518,Striking Muse,,,,,
618.7551455145523,Rainbow Drip,,,"Boss0",,
619.4551455145523,Winged Muse,,,"Boss0",,
621.2551955195528,Hammer Stamp,,,"Boss0",,
621.9551955195528,Mog of the Ages,,,"Boss0",,
623.7552455245533,Hammer Brush,,,"Boss0",,
626.2552955295538,Polishing Hammer,,,"Boss0",,
628.7553455345544,Hammer Motif,,,,,
632.7554455445554,Claw Motif,,,,,
636.7555455545564,Starry Sky Motif,,,,,
640.7556455645573,Holy in White,,,"Boss0",,
641.4556455645572,Clawed Muse,,,"Boss0",,
643.2556955695576,Maw Motif,,,,,
647.2557955795584,Blizzard in Cyan,,,"Boss0",,
650.5558255825586,Stone in Yellow,,,"Boss0",,
652.955865586559,Lucid Dreaming,,,,,
653.855855585559,Water in Blue,,,"Boss0",,
656.3559055905595,Fire in Red,,,"Boss0",,
658.85595559556,Aero in Green,,,"Boss0",,
661.3560056005604,Water in Blue,,,"Boss0",,
662.956065606561,Subtractive Palette,,,,,
663.8560556055609,Blizzard in Cyan,,,"Boss0",,
667.1560856085614,Stone in Yellow,,,"Boss0",,
670.4561156115617,Thunder in Magenta,,,"Boss0",,
672.8561556155621,Striking Muse,,,,,
673.756145614562,Hammer Stamp,,,"Boss0",,
676.2561956195625,Hammer Brush,,,"Boss0",,
678.756245624563,Polishing Hammer,,,"Boss0",,
681.2562956295635,Comet in Black,,,"Boss0",,
681.9562956295636,Subtractive Palette,,,,,
684.5563256325639,Blizzard in Cyan,,,"Boss0",,
687.8563556355642,Stone in Yellow,,,"Boss0",,
691.1563856385646,Thunder in Magenta,,,"Boss0",,
694.456415641565,Hammer Motif,,,,,
698.456515651566,Comet in Black,,,"Boss0",,
701.7565456545661,Fire in Red,,,"Boss0",,
704.2565956595666,Aero in Green,,,"Boss0",,
706.7566456645671,Water in Blue,,,"Boss0",,
709.2566956695676,Fire in Red,,,"Boss0",,
711.7567456745682,Aero in Green,,,"Boss0",,
714.2567956795687,Water in Blue,,,"Boss0",,
716.7568456845692,Holy in White,,,"Boss0",,
719.2568956895698,Holy in White,,,"Boss0",,
719.9568956895698,Subtractive Palette,,,,,
720.6568956895698,Grade 4 Gemdraught,,,,,
721.7569456945702,Blizzard in Cyan,,,"Boss0",,
725.0569756975705,Stone in Yellow,,,"Boss0",,
727.4570157015709,Starry Muse,,,,,
728.3570057005709,Thunder in Magenta,,,"Boss0",,
730.8270527052713,Comet in Black,,,"Boss0",,
731.5270527052713,Subtractive Palette,,,,,
733.2970997099718,Blizzard in Cyan,,,"Boss0",,
735.7671467146723,Star Prism,,,"Boss0",,
737.6372337233732,Comet in Black,,,"Boss0",,
740.1072807280738,Rainbow Drip,,,"Boss0",,
740.8072807280737,Striking Muse,,,,,
742.6073307330741,Hammer Stamp,,,"Boss0",,
743.3073307330741,Fanged Muse,,,"Boss0",,
745.1073807380745,Hammer Brush,,,"Boss0",,
745.8073807380746,Retribution of the Madeen,,,"Boss0",,
747.6074307430752,Polishing Hammer,,,"Boss0",,
749.3774777477755,Swiftcast,,,,,
750.1074807480755,Rainbow Drip,,,"Boss0",,
